Date_Quarter,AFGHANISTAN,ALBANIA,ALGERIA,ANGOLA,ANTIGUA-BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AUSTRIA.1,AZERBAIJAN,AZERBAIJAN.1,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELARUS.1,BELGIUM,BELGIUM.1,BELIZE,BENIN,BERMUDA,BOLIVIA,BOSNIA-HERCEGOVINA,BOTSWANA,BRAZIL,BRUNEI,BULGARIA,BURKINA FASO,BURMA-MYANMAR,BURUNDI,CAMBODIA (KHMER),CAMEROON,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA,COLOMBIA,COMOROS,CONGO,"CONGO, DEM. REP",COSTA RICA,COTE D'IVOIRE,CROATIA,CUBA,CYPRUS,CYPRUS.1,CZECH,DENMARK,DJIBOUTI,DOMINICAN REPUBLIC,ECUADOR,ECUADOR.1,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ESTONIA.1,ETHIOPIA,EURO ZONE,FIJI,FINLAND,FINLAND.1,FRANCE,FRANCE.1,GABON,GAMBIA,GEORGIA,GERMANY FRG,GERMANY FRG.1,GHANA,GREECE,GREECE.1,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG,HUNGARY,ICELAND,INDIA,INDONESIA,IRAN,IRAQ,IRELAND,IRELAND.1,ISRAEL,ITALY,ITALY.1,IVORY COAST,JAMAICA,JAPAN,JERUSALEM,JORDAN,KAZAKHSTAN,KENYA,KOREA,KUWAIT,KYRGYZSTAN,LAOS,LATVIA,LATVIA.1,LEBANON,LESOTHO,LIBERIA,LIBYA,LITHUANIA,LITHUANIA.1,LUXEMBOURG,LUXEMBOURG.1,MACAO,MACEDONIA FYROM,MADAGASCAR,MADAGASCAR.1,MALAWI,MALAYSIA,MALI,MALTA,MALTA.1,MARSHALLS ISLANDS,MARTINIQUE,MARTINIQUE.1,MAURITANIA,MAURITIUS,MEXICO,MICRONESIA,MOLDOVA,MONGOLIA,MONTENEGRO,MOROCCO,MOZAMBIQUE,MOZAMBIQUE.1,NAMIBIA,NEPAL,NETHERLANDS,NETHERLANDS.1,NETHERLANDS ANTILLES,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NORWAY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,POLAND,PORTUGAL,PORTUGAL.1,QATAR,REPUBLIC OF PALAU,ROMANIA,ROMANIA.1,RUSSIA,RWANDA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAK REPUBLIC,SLOVAK REPUBLIC.1,SLOVENIA,SLOVENIA.1,SOLOMON ISLANDS,SOUTH AFRICA,SOUTH SUDANESE,SOVIET UNION,SPAIN,SPAIN.1,SRI LANKA,ST LUCIA,SUDAN,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIA,TAIWAN,TAJIKISTAN,TAJIKISTAN.1,TANZANIA,THAILAND,TIMOR LESTE,TOGO,TONGA,TRINIDAD & TOBAGO,TUNISIA,TURKEY,TURKEY.1,TURKMENISTAN,TURKMENISTAN.1,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIETNAM,WESTERN SAMOA,YEMEN,YUGOSLAVIA,ZAMBIA,ZAMBIA.1,ZIMBABWE
2006-12-01,50.3,93.45,69.78,80.097,2.7,3.058,362.0,1.263,0.759,21.9628,4400.0,0.88,1.0,0.377,69.0,2.02,2136.0,1221.4888,0.759,34.8125,2.0,498.16,1.0,7.94,1.485,5.942,2.141,1.53,1.486,498.16,450.0,1043.0,4052.0,498.16,1.172,82.984,1225.5184000000002,498.16,498.16,539.0,7.814,2214.0,557.152,498.16,512.5,516.3,498.16,5.55,0.926,0.759,0.439,20.252,5.66,177.0,33.0,1.0,17244.4,5.704,1.0,498.16,15.0,1220.6072,11.884,8.78,0.759,1.644,0.759,5.1725,0.759,5.7,498.16,28.0,1.715,0.759,1.6869,9210.0,0.759,279.4,2.7,7.64,5640.0,498.16,205.0,36.9,18.95,7.787,191.36,69.86,44.05,8900.0,8229.0,1323.0,0.759,0.6837,4.182,0.759,1670.7,498.16,66.83,119.53,1223.0492,0.708,128.0,69.1,925.8,0.289,38.8,9625.0,1220.6072,0.53,1510.0,6.906,49.0,1.291,1220.6072,2.622,0.759,34.8125,1225.4324,46.1,2001.7,8626.4286,137.19,3.51,498.16,0.759,0.327,1.0,0.759,5.7,271.0,33.1,10.794,1.0,12.95,1170.0,0.759,8.42,26140.0,31.406,6.906,70.75,0.759,0.81,1.78,1.413,17.98,498.16,128.0,6.26,0.385,60.84,1220.8,1.0,2.838,5130.0,3.19,48.81,2.908,0.759,174.51,3.641,1.0,25499.0,2.55,44.182,549.28,11663.143,3.75,498.16,79.23679999999999,6.072,3015.0,1.534,26.067,0.759,0.759,181.5,6.031,6.906,1222.2487999999998,26.305,0.759,144.72,107.55,2.7,200.0,2.8,6.906,6.855,1.226,51.9,32.398,3.46,1263.8048,1275.0,35.6,1220.8,498.16,1.976,6.28,1.298,1345000.0,1.408,5200.0,2.8240000000000003,1753.0,5.034,3.673,0.512,24.25,1240.0,103.57,2150.0,16058.0,2.583,198.0,59.79,4040.0,1224.9699999999998,6100.0
2007-01-01,50.3,92.15,69.78,75.0,2.7,3.078,347.0,1.208,0.743,21.8122,4400.0,0.86,1.0,0.377,69.0,2.02,2145.0,5545.484399999999,0.743,34.8125,2.0,487.04,1.0,7.94,1.454,6.124,1.924,1.53,1.454,487.04,450.0,1040.0,4066.0,487.04,1.069,80.848,5549.3436,487.04,487.04,525.1,7.645,1902.2,361.35,487.04,500.0,516.7,487.0400000000001,5.39,0.926,5544.594399999999,0.434,20.699,5.535,177.0,32.15,1.0,13935.628519999998,5.682,1.0,487.04,15.0,5544.594399999999,11.631,8.95,0.743,1.622,0.743,5.1725,0.743,5.7,487.04,28.0,1.68,0.743,1.6869,9210.0,0.743,279.4,2.7,7.66,3220.0,487.04,200.3,35.9,18.95,7.809,186.02,61.58,40.55,8800.0,8229.0,1272.0,0.743,0.6837,4.063,0.743,1670.7,487.04,68.25,121.79,5547.024799999999,0.708,121.7,66.85,927.5,0.288,38.5,9559.0,5544.5944,0.517,1511.0,7.122,49.0,1.281,5544.594399999999,2.566,0.743,34.8125,5549.5698,44.6,1845.6,8586.42852,138.12,3.397,487.04,5544.594399999999,0.32,1.0,0.743,5.7,271.0,31.0,10.745,1.0,12.258,1170.0,0.743,8.349,13935.628519999998,26.19,7.122,64.85,0.743,0.81,1.78,1.358,18.33,487.04,127.5,6.042,0.385,60.72,5544.7852,1.0,2.883,5030.0,3.17,46.2,2.833,0.743,174.51,3.64,1.0,23576.0,2.426,43.1,546.2,11663.1426,3.75,487.04,76.5056,6.124,2995.0,1.531,25.221,5544.594399999999,0.743,178.0523,6.698,7.122,5546.2358,25.886,0.743,144.72,110.82,2.7,200.0,2.8,7.122,6.919,1.225,50.4,33.03,3.45,5587.714,1246.0,34.63,5544.7852,487.04,1.916,6.273,1.301,1345000.0,1.316,5200.0,2.7938,1680.0,5.018,3.671,0.505,23.85,1258.0,100.2,2150.0,16080.0,2.485,198.0,0.743,3960.0,5549.068200000001,27720.0
2007-05-01,50.3,92.15,69.78,75.0,2.7,3.078,347.0,1.208,0.743,21.8122,4249.2,0.86,1.0,0.377,69.0,2.02,2145.0,28001.4844,0.743,34.8125,2.0,487.04,1.0,7.94,1.454,6.124,2.136,1.53,1.454,487.04,450.0,1040.0,4066.0,487.04,1.069,80.848,28005.3436,487.04,487.04,525.1,7.645,2139.1,361.35,487.04,500.0,516.7,487.0400000000001,5.39,0.926,0.743,0.434,20.699,5.535,177.0,32.15,1.0,14255.2926,5.682,1.0,487.04,15.0,28000.594399999994,11.631,8.95,0.743,1.622,0.743,5.1725,0.743,5.7,487.04,28.0,1.68,0.743,1.6869,9210.0,0.743,279.4,2.7,7.66,3850.0,487.04,200.3,35.9,18.95,7.809,186.02,69.08,40.55,8800.0,8229.0,1272.3,0.743,0.6837,4.063,0.743,1670.7,487.04,68.25,121.79,28003.024800000003,0.708,121.7,66.85,927.5,0.288,38.5,9559.0,28000.59439999999,0.517,1511.0,7.122,49.0,1.281,28000.594399999994,2.566,0.743,34.8125,28005.569800000005,44.6,1845.6,8906.0926,138.12,3.397,487.04,0.743,0.32,1.0,0.743,5.7,271.0,31.0,10.745,1.0,12.258,1170.0,0.743,8.349,14255.2926,26.19,7.122,64.85,0.743,0.81,1.78,1.358,18.33,487.04,127.5,6.042,0.385,60.72,28000.8,1.0,2.883,5030.0,3.17,46.2,2.833,0.743,174.51,3.64,1.0,23576.0,2.426,43.1,546.2,13261.463,3.75,487.04,76.5056,6.904,2990.0,1.531,25.221,0.743,0.743,178.0523,6.698,7.122,28002.2358,25.886,0.743,144.72,110.82,2.7,200.0,2.8,7.122,6.919,1.225,50.4,33.03,3.45,28043.714,1246.0,34.63,28000.8,487.04,1.916,6.273,1.301,1345000.0,1.316,5200.0,2.7938,1680.0,5.018,3.671,0.505,23.85,1258.0,100.2,2150.0,16080.0,2.485,198.0,60.44,3960.0,28005.0682,140000.0
2007-09-01,49.53,90.5,67.47,75.0,2.7,3.156,336.0,1.081,0.733,20.7932,4276.2,0.86,1.0,0.377,69.0,2.02,2147.0,400001.486,0.733,34.8125,2.0,480.24,1.0,7.7,1.433,6.23,1.745,1.521,1.433,480.24,450.0,1100.0,4077.0,480.24,1.055,80.928,400005.2412,480.24,480.24,522.7,7.544,2161.8999,361.35,480.24,500.0,518.2,480.24,5.33,0.926,0.733,0.429,17.842,5.458,177.0,33.05,1.0,14410.69258,5.642,1.0,480.24,15.0,400000.5864,11.466,9.04,0.733,1.63,0.733,5.1725,0.733,5.7,480.24,22.0,1.67,0.733,1.6869,0.938,0.733,279.4,2.7,7.665,3835.0,480.24,200.3,35.15,18.95,7.796,186.6,63.57,40.9,9380.0,8229.0,1272.0,0.733,0.6837,4.121,0.733,1670.7,480.24,69.65,116.05,400003.0368,0.708,127.8,66.8,938.0,0.282,37.8,9607.0,400000.5864,0.511,1512.0,7.151,49.0,1.273,400000.5864,2.53,0.733,34.8125,400005.62500000006,44.6,1843.14,7192.280179999999,142.006,3.5,480.24,0.733,0.315,1.0,0.733,5.7,271.0,30.8,11.027,1.0,11.97,1187.25,0.733,8.245,14410.69258,25.81,7.151,65.75,0.733,0.81,1.78,1.425,18.5,480.24,126.15,5.817,0.385,60.65,400000.8,1.0,2.797,5090.0,3.16,41.56,2.516,0.733,174.51,3.64,1.0,23576.0,2.396,41.728,548.83,13261.4629,3.75,480.24,73.79159999999999,7.992,2984.0,1.523,24.729,0.733,0.733,175.6559,7.022,7.151,400002.2428,25.637,0.733,144.72,113.0,2.7,2.001,2.8,7.151,6.882,1.207,49.65,32.994,3.45,400004.0666,1120.0,34.34,400000.8,480.24,1.955,6.299,1.278,1345000.0,1.298,5200.0,2.7212,1770.0,5.017,3.673,0.496,23.5,1273.0,88.01,2150.0,16229.0,2.547,199.0,58.48,4030.0,400005.0726,2000000.0
2007-12-01,49.8,82.02,65.85,75.0,2.7,3.142,303.0,1.129,0.68,20.5508,7057.0,0.86,1.0,0.374,69.0,2.02,2153.0,4000001.4686,0.68,34.8125,2.0,446.08,1.0,7.53,1.331,6.544,1.78,1.446,1.331,446.08,450.0,1100.0,4069.0,446.08,0.999,73.569,4000004.795,446.08,446.08,432.7,7.396,2042.0,361.35,446.08,500.0,496.6,446.08,4.904,0.926,0.68,0.398,15.745,5.074,177.0,33.35,1.0,14334.69258,5.52,1.0,446.08,15.0,4000000.544,10.654,9.04,0.68,1.543,0.68,5.1725,0.68,5.7,446.08,21.0,1.63,0.68,1.6869,0.981,0.68,279.4,2.7,7.665,4208.0,446.08,200.3,36.65,18.95,7.787,172.24,70.21,39.55,9330.0,8229.0,1272.0,0.68,0.6837,3.825,0.68,1670.7,446.08,70.65,110.88,4000002.9718,0.708,120.9,71.15,920.8,0.275,34.1,9471.0,4000000.544,0.477,1501.0,7.921,49.0,1.216,4000000.544,2.35,0.68,34.8125,4000005.5831999993,41.3,1766.29,7103.28878,142.006,3.362,446.08,0.68,0.293,1.0,0.68,5.7,271.0,25.7,10.895,1.0,11.168,1187.25,0.68,7.728,14334.69258,24.54,7.921,63.8,0.68,0.81,1.78,1.303,18.8,446.08,118.7,5.517,0.384,61.14,4000000.8,1.0,2.672,4695.0,3.0,42.3,2.456,0.68,174.51,3.629,1.0,23576.0,2.38,40.83,546.53,13261.4629,3.75,446.08,73.5538,7.983,2976.0,1.446,22.604,0.68,0.68,175.6559,6.944,7.921,4000002.2008000007,24.45,0.68,144.72,110.45,2.7,2.0,2.8,7.921,6.372,1.01,48.1,32.254,3.47,4000003.8748,1162.0,33.862,4000000.8,446.08,1.825,6.26,1.222,1345000.0,1.178,19800.0,2.6412,1730.05,5.035,3.655,0.486,21.85,1294.0,93.4,2.15,16035.0,2.331,199.0,57.44,3745.0,4000004.8706,20000000.0
2008-01-01,49.3,82.45,65.85,75.0,2.7,3.155,306.0,1.067,0.659,20.7706,5688.4,0.86,1.0,0.376,68.0,2.02,2148.0,582000001.4554001,0.659,34.8125,2.0,429.0,1.0,7.49,1.289,6.448,1.669,1.393,1.289,429.0,450.0,1135.0,4000.0,429.0,0.98,71.966,582000004.5561999,429.0,429.0,455.1,7.112,1838.7,361.35,429.0,541.0,493.21,429.0,4.8,0.926,582000000.5272,0.398,16.237,4.912,177.0,33.54,1.0,9427.08678,5.475,1.0,429.0,15.0,582000000.5272,10.313,9.33,0.659,1.477,0.659,5.1725,0.659,5.7,429.0,22.0,1.55,0.659,1.6869,0.971,0.659,279.4,2.7,7.694,4412.0,429.0,200.3,37.25,18.95,7.782,155.22,78.68,39.7,9000.0,8229.0,1272.0,0.659,0.6837,3.234,0.659,1670.7,429.0,71.55,104.15,582000002.8574001,0.708,120.9,67.9,1033.5,0.272,36.4,8943.0,582000000.5272,0.459,1501.0,7.715,49.0,1.218,582000000.5272,2.276,0.659,34.8125,582000005.6015999,39.6,1615.62,6904.28678,142.006,3.192,429.0,582000000.5272,0.294,1.0,0.659,5.7,261.0,27.2,10.689,1.0,11.098,1187.25,0.659,7.56,9427.08678,24.23,7.715,63.55,0.659,0.81,1.78,1.243,19.05,429.0,117.02,5.202,0.385,62.58,582000000.8,1.0,2.675,4030.0,2.89,40.35,2.328,0.659,174.51,3.631,1.0,11072.69258,2.46,40.58,546.53,13261.4629,3.75,429.0,71.6732,7.981,2967.0,1.393,21.43,582000000.5272,0.659,175.6559,7.057,7.715,582000002.1882001,24.024,0.659,144.72,107.82,2.7,2.006,2.8,7.715,6.182,1.046,47.55,30.91,3.46,582000003.766,1160.0,31.93,582000000.8,429.0,1.757,6.26,1.191,433.0245,1.201,14215.0,2.5788,1690.51,5.051,3.672,0.505,20.85,1307.0,89.1,2.15,15930.0,2.296,199.0,54.97,3230.0,582000004.7832,2910000000.0
2008-05-01,46.13,86.95,65.85,75.0,2.7,3.107,307.0,1.233,0.644,20.8384,5713.0,0.85,1.0,0.377,68.0,2.02,2135.0,1662000001.4894,0.644,23.4664,2.0,465.0,1.0,7.21,1.387,6.382,1.637,1.367,1.387,465.0,450.0,1160.0,4000.0,465.0,0.99,70.003,1662000004.1664202,465.0,465.0,530.2,6.94,2075.0,361.35,421.0,541.0,516.42,465.0,4.64,0.926,1662000000.5152,0.3992,15.809,5.286,177.0,33.9,1.0,9489.92338,5.335,1.0,465.0,15.0,1662000000.5152,11.092,9.57,0.709,1.647,0.644,4.440600000000001,0.644,5.6364,465.0,21.0,1.46,0.644,1.3376,1.154,0.644,221.504,2.7,7.42,4491.0,465.0,200.3,38.25,18.95,7.805,155.22,90.58,42.4,9280.0,8229.0,1272.0,0.644,0.6567999999999999,3.614,0.644,1407.468,465.0,71.1,105.52,1662000002.9354002,0.708,120.5,70.57,1028.5,0.265,36.4,8662.0,1662000000.5152,0.5,1501.0,7.568,49.0,1.189,1662000000.5152,2.448,0.644,32.2366,1662000005.5406,42.9,1614.84,6958.32338,142.006,3.238,465.0,1662000000.5152,0.2949,1.0,0.644,5.2988,246.0,27.55,10.336,1.0,10.15,1187.25,0.644,7.402,9489.92338,24.08,7.568,68.4,0.644,0.7416,1.78,1.515,19.25,465.0,117.8,5.752,0.385,76.13,1662000000.8,1.0,2.585,4020.0,2.84,43.74,2.171,0.644,116.882,3.64,1.0,11135.49258,2.334,41.484,543.85,13261.4629,3.75,465.0,73.8526,7.964,2950.0,1.366,19.494,1662000000.5152,0.644,26.584000000000003,7.143,7.568,1662000002.1678002,23.729,0.644,95.4826,107.85,2.7,2.032,2.8,7.568,6.745,1.048,45.7,30.399,3.42,1662000003.7796,1191.0,32.49,1662000000.8,465.0,1.736,6.122,1.175,324.0434,1.21,14215.0,2.5718,1621.0,4.784,3.673,0.565,19.65,1318.0,94.44,2.15,16245.0,2.541,199.0,53.09,3380.0,1662000004.995,8310000000.0
2008-09-01,46.78,95.29,65.85,75.0,2.7,3.432,302.0,1.499,0.681,22.474,4158.84648,0.82,1.0,0.377,68.0,2.02,2111.0,1662000001.5184,0.681,26.0572,2.0,509.0,1.0,6.97,1.517,7.936,2.383,1.418,1.517,509.0,450.0,1170.0,4111.0,509.0,1.24,82.11,1662000004.98946,509.0,509.0,643.2,6.837,2250.98,361.35,446.02,541.0,553.45,509.0,5.4,0.926,1662000000.5447998,0.4235,18.866,5.781,177.0,34.79,1.0,10102.97316,5.368,1.0,509.0,15.0,1662000000.5447998,12.14,9.67,0.776,1.792,0.681,5.307,0.681,6.4428,509.0,27.0,1.65,0.681,1.5252,1.15,0.681,231.34,2.7,7.43,4615.0,509.0,200.3,38.95,18.95,7.807,195.4,114.66,48.45,10800.0,8229.0,1177.0,0.681,0.6864000000000001,3.576,0.681,1567.372,509.0,72.25,90.75,1662000002.9276,0.708,119.8,77.41,1360.9,0.267,39.3,8657.0,1662000000.5448,0.55,1500.0,10.154,49.0,1.226,1662000000.5448,2.678,0.681,35.37,1662000005.5496,47.2,1818.96,7669.37316,142.006,3.377,509.0,1662000000.5447998,0.3128,1.0,0.681,7.7724,260.0,32.5,13.281,1.0,9.64,1187.25,0.681,8.564,10102.97316,23.86,10.154,77.45,0.681,0.7578,1.78,1.808,19.49,509.0,134.0,6.897,0.385,75.38,1662000000.8,1.0,2.491,4830.0,2.96,45.71,2.91,0.681,119.488,3.639,1.0,11748.54316,2.877,43.58800000000001,543.85,14486.7158,3.75,509.0,83.484,16.0,2940.0,1.42,23.53,1662000000.5447998,0.681,23.6116,7.143,10.154,1662000002.8520002,27.643,0.681,100.51,107.72,2.7,2.086,2.8,10.154,8.028,1.1,46.2,31.53,3.42,1662000004.0208,1299.0,34.04,1662000000.8,509.0,2.164,6.2,1.381,365.0604,1.558,3733.2324,2.7896,1980.0,7.6,3.673,0.654,24.25,1332.0,114.6,2.15,16570.0,2.865,199.0,64.97,5180.0,1662000005.4872,8310000000.0
2008-12-01,47.01,101.33,69.874,75.0,2.7,3.453,365.0,1.561,0.731,22.5,6355.4,0.82,1.0,0.377,68.0,2.02,2657.0,1200000001.5038,0.731,26.6274,2.0,479.5,1.0,6.94,1.43,7.547,2.231,1.472,1.43,479.5,450.0,1200.0,4077.0,479.5,1.191,79.856,1200000004.5938,479.5,479.5,630.5,6.833,2462.9,361.35,479.5,725.0,557.7,479.5,5.2,0.926,1200000000.5848,0.398,21.636,5.448,177.0,35.32,1.0,10727.4058,5.47,1.0,479.5,15.0,1200000000.5848,11.44,10.45,0.731,1.719,0.731,5.3696,0.731,6.2614,479.5,27.0,1.67,0.731,1.5518,1.276,0.731,177.7102,2.7,7.81,4536.0,479.5,200.34,39.25,18.9,7.751,228.48,123.17,48.2,11900.0,8229.0,1140.0,0.731,0.7263999999999999,3.878,0.731,1590.1219999999998,479.5,80.5,92.65,1200000002.9884,0.708,150.5,78.15,1478.2,0.282,39.4,8468.0,1200000000.5848,0.516,1500.0,9.466,49.0,1.286,1200000000.5848,2.523,0.731,35.386199999999995,1200000005.7566,48.2,1897.41,8170.405799999999,142.006,3.498,479.5,1200000000.5848,0.294,1.0,0.731,7.802200000000001,260.0,31.75,15.002,1.0,10.33,1573.9,0.731,8.383,10727.4058,25.24,9.466,77.65,0.731,0.7878000000000001,1.78,1.908,19.84,479.5,138.9,6.872,0.385,77.7,1200000000.8,1.0,2.545,4880.0,3.14,46.34,3.465,0.731,105.8762,3.641,1.0,12372.9506,3.313,44.040000000000006,558.4,15841.753,3.75,479.5,82.806,15.836,3000.0,1.471,21.546,1200000000.5848,0.731,0.731,7.752,9.466,1200000002.8983998,34.785,0.731,106.5672,113.73,2.7,2.172,2.8,9.466,8.594,1.098,46.5,32.965,3.48,1200000003.9306,1334.0,34.82,1200000000.8,479.5,2.048,6.24,1.332,380.889,1.705,14215.0,2.843,1935.0,8.0,3.673,0.657,24.25,1399.0,108.5,2.15,17426.0,2.761,199.0,67.22,5605.0,1200000005.7375998,6000000000.0
2009-01-01,47.3,102.4,72.0,75.0,2.7,3.556,370.0,1.236,0.789,22.2952,3835.62,0.82,1.0,0.377,68.0,2.02,2855.0,1200000001.5792,0.789,27.1714,2.0,515.0,1.0,7.0,1.386,6.901,1.948,1.544,1.386,515.0,450.0,1200.0,4077.0,515.0,1.122,85.278,1200000004.7825997,515.0,515.0,596.05,6.84,2017.1,361.35,515.0,810.0,557.5,515.0,5.09,0.926,1200000000.6311996,0.6786000000000001,18.671,5.278,177.0,35.52,1.0,10595.03424,5.564,1.0,515.0,15.0,1200000000.6311996,11.086,11.05,0.709,2.096,0.789,5.3762,0.789,6.0588,515.0,26.0,1.67,0.789,1.4682,1.386,0.789,171.88979999999998,2.7,8.005,4640.0,515.0,200.34,39.75,18.9,7.754,198.32,126.99,50.35,10000.0,8229.0,1155.05,0.789,0.7728,4.157,0.789,1611.788,515.0,87.15,97.44,1200000003.0442,0.708,150.3,79.65,1248.9,0.292,41.0,8525.0,1200000000.6311998,0.497,1500.0,8.034,49.0,1.313,1200000000.6311998,2.446,0.789,36.7892,1200000005.7138,47.4,1929.99,8066.23424,142.006,3.703,515.0,1200000000.6311996,0.5315999999999999,1.0,0.789,7.3264,260.0,34.0,13.385,1.0,10.67,1471.9301,0.789,8.719,10595.03424,26.71,8.034,79.65,0.789,0.8226000000000001,1.78,1.566,19.97,515.0,147.05,6.985,0.385,79.95,1200000000.8,1.0,2.628,5080.0,3.24,48.78,3.198,0.789,105.7158,3.641,1.0,12240.55704,3.0,44.846,565.57,17020.7852,3.75,515.0,83.9256,13.424,3044.0,1.545,21.546,1200000000.6311996,0.789,0.789,7.246,8.034,1200000002.9797995,30.999,0.789,107.6936,114.25,2.7,2.255,2.8,8.034,7.697,1.172,47.25,34.93,4.4,1200000003.8926,1318.0,36.12,1200000000.8,515.0,2.155,6.04,1.445,387.3564,1.69,6469.2,2.843,2225.0,8.4,3.673,0.61,23.2,1420.0,103.05,2.15,17428.0,2.861,200.0,73.68,4960.0,1200000005.4984,6000000000.0
2009-05-01,49.52,93.15,71.552,75.0,2.7,3.792,360.0,1.232,0.71,22.6512,4006.44,0.82,1.0,0.377,68.0,2.02,2883.0,1200000001.5636,0.71,26.2584,2.0,465.01,1.0,6.97,1.389,6.707,1.946,1.447,1.389,465.01,450.0,1200.0,4154.0,465.01,1.157,77.601,1200000004.7352,465.01,465.01,528.6,6.83,2143.2,361.35,465.01,789.0,573.7,465.0100000000001,5.08,0.926,1200000000.568,0.6462,18.106,5.286,177.0,35.92,1.0,10373.55152,5.591,1.0,465.01,15.0,1200000000.568,11.106,12.52,0.71,2.018,0.71,5.3272,0.71,5.9352,465.01,27.0,1.65,0.71,1.4184,1.491,0.71,172.818,2.7,8.133,4697.0,465.01,200.34,40.75,18.9,7.75,193.04,127.25,47.65,10150.0,8229.0,1155.0,0.71,0.7096,3.906,0.71,1583.2,465.01,88.3,96.32,1200000002.9938002,0.708,150.4,76.25,1280.5,0.287,43.0,8503.0,1200000000.568,0.498,1500.0,7.708,49.0,1.248,1200000000.568,2.446,0.71,35.8272,1200000005.793,43.2,1935.5,7758.751520000001,142.006,3.513,465.01,1200000000.568,0.515,1.0,0.71,6.9226,270.0,32.0,13.138,1.0,11.21,1430.8101,0.71,8.039,10373.55152,26.72,7.708,76.75,0.71,0.7752,1.78,1.534,20.33,465.01,147.7,6.423,0.385,81.35,1200000000.8,1.0,2.506,4960.0,3.0,48.11,2.849,0.71,105.496,3.64,1.0,12019.05332,2.984,44.916,567.51,15453.2666,3.75,465.01,81.04060000000001,11.65,3625.0,1.447,21.546,1200000000.568,0.71,0.71,7.491,7.708,1200000003.0672002,31.102,0.71,104.1042,114.82,2.7,2.359,2.8,7.708,7.702,1.083,46.85,32.92,4.42,1200000003.911,1300.0,34.02,1200000000.8,465.01,1.982,6.18,1.345,388.3948,1.532,6528.6,2.843,2045.0,8.6,3.673,0.605,23.07,1496.0,103.05,2.15,17760.0,2.65,200.0,66.25,5150.0,1200000005.4414,6000000000.0
2009-09-01,48.93,91.95,72.14,75.0,2.7,3.853,375.0,1.184,0.697,22.6436,3894.7,0.82,1.0,0.377,68.0,2.02,2840.0,1.9356,0.697,26.1492,2.0,456.95,1.0,6.97,1.362,6.579,1.87,1.441,1.362,456.95,450.0,1200.0,4154.0,456.95,1.097,76.173,4.8668,456.95,456.95,553.1,6.83,1836.5,361.35,456.95,823.0,583.7,456.95,5.0,0.926,0.697,0.6407999999999999,17.43,5.184,177.0,35.92,1.0,10390.10332,5.525,1.0,456.95,15.0,0.697,10.898,12.5,0.697,1.964,0.697,5.252599999999999,0.697,5.790000000000001,456.95,27.0,1.69,0.697,1.3828,1.459,0.697,172.8954,2.7,8.235,4740.0,456.95,200.34,40.75,18.9,7.75,189.44,124.69,48.6,9975.0,8229.0,1150.0,0.697,0.6991999999999999,3.791,0.697,1572.848,456.95,88.3,92.79,3.5584,0.708,150.8,76.05,1248.0,0.287,43.9,8502.0,0.697,0.489,1500.0,7.78,49.0,1.232,0.697,2.404,0.697,36.1932,7.218999999999999,42.5,1926.24,7756.503320000001,142.006,3.52,456.95,0.697,0.5122,1.0,0.697,6.654999999999999,270.0,31.4,13.325,1.0,11.172,1441.78,0.697,7.904,10390.10332,27.46,7.78,77.6,0.697,0.7674000000000001,1.78,1.459,20.5,456.95,154.05,6.007,0.385,82.85,1.0,1.0,2.539,4920.0,2.94,48.78,2.851,0.697,104.19740000000002,3.638,1.0,12035.61152,2.94,44.972,567.51,15657.0576,3.75,456.95,80.3326,10.685,3938.0,1.441,21.546,0.697,0.697,0.697,7.474,7.78,5.7082,31.77,0.697,102.2826,114.7,2.7,2.451,2.8,7.78,7.111,1.057,45.95,32.91,4.43,5.129,1311.0,34.01,1.0,456.95,1.914,6.18,1.316,386.5216,1.499,6380.6,2.843,2040.0,8.47,3.673,0.613,20.13,1507.0,99.7,2.15,17815.0,2.566,204.0,65.15,4625.0,6.8042,8690.11952
